time_s,I_L_mot_A
3.666e-08,-0.0008345762877599998
3.667e-08,-0.0008281905141600029
3.6679999999999995e-08,-0.0008217644301600041
3.669e-08,-0.0008152983436399999
3.67e-08,-0.0008087925643199998
3.6709999999999996e-08,-0.000802247402920003
3.672e-08,-0.0007956631740399998
3.673e-08,-0.0007890401922399998
3.674e-08,-0.000782378774400003
3.6749999999999995e-08,-0.0007756792392400043
3.676e-08,-0.0007689419079199998
3.677e-08,-0.0007621671031599998
3.6779999999999996e-08,-0.0007553551494000031
3.679e-08,-0.0007485063716399998
3.68e-08,-0.0007416210984799999
3.681e-08,-0.0007346996599200031
3.6819999999999995e-08,-0.0007277423859600044
3.683e-08,-0.0007207496101999998
3.684e-08,-0.0007137216676399998
3.6849999999999996e-08,-0.0007066588940000032
3.686e-08,-0.0006995616274399998
3.687e-08,-0.0006924302083999998
3.688e-08,-0.0006852649771600032
3.6889999999999995e-08,-0.0006780662766000046
3.69e-08,-0.0006708344514399998
3.691e-08,-0.0006635698473999998
3.6919999999999996e-08,-0.0006562728126400033
3.693e-08,-0.0006489436961599998
3.694e-08,-0.0006415828483999998
3.6949999999999997e-08,-0.0006341906218000034
3.6959999999999995e-08,-0.0006267673700800048
3.697e-08,-0.0006193134472399998
3.698e-08,-0.0006118292115999998
3.6989999999999996e-08,-0.0006043150202800034
3.7e-08,-0.0005967712321599998
3.701e-08,-0.0005891982093999998
3.7019999999999997e-08,-0.0005815963135600035
3.7029999999999995e-08,-0.0005739659085200048
3.704e-08,-0.0005663073585599998
3.705e-08,-0.0005586210305599998
3.7059999999999996e-08,-0.0005509072925200034
3.707e-08,-0.0005431665131599998
3.708e-08,-0.0005353990629199998
3.7089999999999997e-08,-0.0005276053128000035
3.7099999999999995e-08,-0.000519785635240005
3.711e-08,-0.0005119404046799998
3.712e-08,-0.0005040699968399998
3.7129999999999996e-08,-0.0004961747877200035
3.714e-08,-0.0004882551547599998
3.715e-08,-0.00048031147667999976
3.7159999999999997e-08,-0.0004723441339200036
3.7169999999999995e-08,-0.0004643535074800051
3.718e-08,-0.0004563399783599998
3.719e-08,-0.0004483039304399998
3.7199999999999996e-08,-0.0004402457487200036
3.721e-08,-0.00043216581747999974
3.722e-08,-0.00042406452359999977
3.7229999999999997e-08,-0.0004159422543600037
3.7239999999999995e-08,-0.00040779939820000517
3.725e-08,-0.0003996363448399998
3.726e-08,-0.0003914534842800037
3.7269999999999996e-08,-0.00038325120724000525
3.728e-08,-0.0003750299068799998
3.729e-08,-0.0003667899757599998
3.7299999999999997e-08,-0.0003585318080400037
3.7309999999999995e-08,-0.0003502557987200053
3.732e-08,-0.0003419623427999998
3.733e-08,-0.00033365183816000377
3.7339999999999996e-08,-0.00032532468092000527
3.735e-08,-0.00031698126895999976
3.736e-08,-0.0003086220027199998
3.7369999999999996e-08,-0.0003002472810400038
3.7379999999999995e-08,-0.00029185750408000535
3.739e-08,-0.0002834530728399998
3.74e-08,-0.0002750343897600038
3.7409999999999996e-08,-0.0002666018571200054
3.742e-08,-0.0002581558776399998
3.743e-08,-0.0002496968557599998
3.7439999999999996e-08,-0.00024122519576000382
3.7449999999999995e-08,-0.0002327413023600054
3.746e-08,-0.00022424558127999978
3.747e-08,-0.00021573843852000382
3.7479999999999995e-08,-0.0002072202815200054
3.749e-08,-0.00019869151683999978
3.75e-08,-0.00019015255263999975
3.7509999999999996e-08,-0.00018160379648000385
3.7519999999999995e-08,-0.00017304565752000544
3.753e-08,-0.00016447854503999978
3.754e-08,-0.00015590286876000385
3.7549999999999995e-08,-0.00014731903796000545
3.756e-08,-0.00013872746307999978
3.757e-08,-0.00013012855583999979
3.7579999999999996e-08,-0.00012152272680000388
3.7589999999999994e-08,-0.00011291038668000547
3.76e-08,-0.00010429194791999977
3.761e-08,-9.566782215200388e-05
3.7619999999999995e-08,-8.703842206000548e-05
3.763e-08,-7.840416007999977e-05
3.764e-08,-6.976544895999977e-05
3.7649999999999996e-08,-6.112270170000389e-05
3.7659999999999994e-08,-5.247633144400549e-05
3.767e-08,-4.382675153599977e-05
3.768e-08,-3.5174375592003895e-05
3.7689999999999995e-08,-2.6519617168005498e-05
3.77e-08,-1.786289005199977e-05
3.771e-08,-9.20460815839977e-06
3.7719999999999996e-08,-5.451853712038968e-07
3.773e-08,8.114964295600229e-06
3.774e-08,1.677542684400023e-05
3.775e-08,2.5435788231996102e-05
3.7759999999999995e-08,3.40956343679945e-05
3.777e-08,4.275455129600023e-05
3.778e-08,5.1412124972000225e-05
3.7789999999999996e-08,6.0067941511996106e-05
3.78e-08,6.872158711600022e-05
3.781e-08,7.737264798400023e-05
3.782e-08,8.602071045999611e-05
3.7829999999999995e-08,9.46653611599945e-05
3.784e-08,0.00010330618678400022
3.785e-08,0.00011194277396000022
3.7859999999999996e-08,0.00012057471043999611
3.787e-08,0.00012920158284000023
3.788e-08,0.00013782297860000022
3.789e-08,0.00014643848571999613
3.7899999999999995e-08,0.00015504769219999454
3.791e-08,0.00016365018676000023
3.792e-08,0.00017224555768000023
3.7929999999999996e-08,0.00018083339439999615
3.794e-08,0.00018941328548000025
3.795e-08,0.00019798482108000022
3.796e-08,0.00020654759147999615
3.7969999999999995e-08,0.00021510118739999457
3.798e-08,0.00022364519912000024
3.799e-08,0.00023217921880000023
3.7999999999999996e-08,0.00024070283799999616
3.801e-08,0.00024921564916000023
3.802e-08,0.0002577172452800002
3.803e-08,0.00026620721935999617
3.8039999999999995e-08,0.0002746851658399946
3.805e-08,0.00028315067900000024
3.806e-08,0.0002916033535600002
3.8069999999999996e-08,0.0003000427866799962
3.808e-08,0.00030846857348000025
3.809e-08,0.0003168803115600002
3.81e-08,0.00032527759775999624
3.8109999999999995e-08,0.0003336600316799947
3.812e-08,0.00034202721144000023
3.813e-08,0.00035037873764000023
3.8139999999999996e-08,0.00035871421011999627
3.815e-08,0.00036703323004000024
3.816e-08,0.00037533540012000025
3.817e-08,0.00038362032263999625
3.8179999999999995e-08,0.00039188760175999475
3.819e-08,0.00040013684176000024
3.82e-08,0.0004083676473600002
3.8209999999999996e-08,0.0004165796257199963
3.822e-08,0.0004247723841200002
3.823e-08,0.0004329455302800002
3.824e-08,0.0004410986729199963
3.8249999999999995e-08,0.00044923142175999484
3.826e-08,0.00045734338824000024
3.827e-08,0.0004654341843600002
3.8279999999999996e-08,0.00047350342283999637
3.829e-08,0.0004815507166800002
3.83e-08,0.0004895756817600001
3.831e-08,0.0004975779336399964
3.8319999999999995e-08,0.0005055570901999949
3.833e-08,0.0005135127682800002
3.834e-08,0.0005214445882000001
3.8349999999999996e-08,0.0005293521697999964
3.836e-08,0.0005372351342400002
3.837e-08,0.0005450931056800002
3.838e-08,0.0005529257062399965
3.8389999999999995e-08,0.000560732562679995
3.84e-08,0.0005685132996800002
3.841e-08,0.0005762675460000002
3.8419999999999996e-08,0.0005839949304799966
3.843e-08,0.0005916950818400002
3.844e-08,0.0005993676326800001
3.845e-08,0.0006070122155599966
3.8459999999999995e-08,0.0006146284646399952
3.847e-08,0.0006222160142000002
3.848e-08,0.0006297745018400002
3.8489999999999996e-08,0.0006373035658399966
3.85e-08,0.0006448028449200003
3.851e-08,0.0006522719802400002
3.852e-08,0.0006597106137999967
3.8529999999999995e-08,0.0006671183904799953
3.854e-08,0.0006744949541200002
3.855e-08,0.0006818399520400003
3.8559999999999996e-08,0.0006891530325199968
3.857e-08,0.0006964338457200002
3.858e-08,0.0007036820419200002
3.859e-08,0.0007108972739999968
3.8599999999999995e-08,0.0007180791959599955
3.861e-08,0.0007252274654000003
3.862e-08,0.0007323417384400002
3.8629999999999996e-08,0.0007394216736799969
3.864e-08,0.0007464669332800001
3.865e-08,0.0007534771795200001
3.866e-08,0.0007604520751199969
3.8669999999999995e-08,0.0007673912866799957
3.868e-08,0.0007742944822000002
3.869e-08,0.0007811613296800003
3.8699999999999996e-08,0.000787991500719997
3.871e-08,0.0007947846676000002
3.872e-08,0.0008015405044800002
3.873e-08,0.000808258687079997
3.8739999999999995e-08,0.0008149388942799958
3.875e-08,0.0008215808060800002
3.876e-08,0.0008281841024800002
3.8769999999999996e-08,0.000834748467799997
3.878e-08,0.0008412735866000003
3.879e-08,0.0008477591464800001
3.88e-08,0.0008542048364399971
3.8809999999999995e-08,0.000860610346919996
3.882e-08,0.0008669753703600001
3.883e-08,0.0008732996019200002
3.8839999999999996e-08,0.0008795827375999972
3.885e-08,0.0008858244762800001
3.886e-08,0.0008920245186800002
3.8869999999999997e-08,0.0008981825672399972
3.8879999999999995e-08,0.0009042983256799961
3.889e-08,0.0009103715008800001
3.89e-08,0.0009164018008400001
3.8909999999999996e-08,0.0009223889371599973
3.892e-08,0.0009283326214000002
3.893e-08,0.0009342325681600002
3.8939999999999997e-08,0.0009400884948799974
3.8949999999999995e-08,0.0009459001195599964
3.896e-08,0.0009516671630800001
3.897e-08,0.0009573893488800001
3.8979999999999996e-08,0.0009630664016799975
3.899e-08,0.0009686980486400002
3.9e-08,0.0009742840199200001
3.9009999999999997e-08,0.0009798240457999975
3.9019999999999995e-08,0.0009853178605999965
3.903e-08,0.0009907652003200002
3.904e-08,0.00099616580384
3.9049999999999996e-08,0.0010015194104399977
3.906e-08,0.0010068257620000002
3.907e-08,0.0010120846044000002
3.9079999999999997e-08,0.0010172956867999978
3.9089999999999995e-08,0.0010224587519999967
3.91e-08,0.0010275735616000002
3.911e-08,0.0010326398568
3.9119999999999996e-08,0.0010376574035999978
3.913e-08,0.0010426259604000001
3.914e-08,0.0010475496467499989
3.9149999999999997e-08,0.001052415646399997
3.9159999999999995e-08,0.001057235794999997
3.917e-08,0.0010620060164000002
3.918e-08,0.0010667260637999994
3.9189999999999996e-08,0.001071395726199997
3.92e-08,0.0010760147646
3.921e-08,0.0010805829701999994
3.9219999999999996e-08,0.0010851001095999971
3.9229999999999995e-08,0.0010895659705999973
3.924e-08,0.0010939803376
3.925e-08,0.0010983430039999994
3.9259999999999996e-08,0.0011026537463999972
3.927e-08,0.0011069123648000001
3.928e-08,0.0011111186569999995
3.9289999999999996e-08,0.0011152724129999975
3.9299999999999995e-08,0.0011193734293999974
3.931e-08,0.0011234215218000002
3.932e-08,0.0011274164879999996
3.9329999999999995e-08,0.0011313581267999976
3.934e-08,0.0011352492184000002
3.935e-08,0.0011390846407499991
3.9359999999999996e-08,0.0011428609801999977
3.9369999999999995e-08,0.0011465874617999977
3.938e-08,0.0011502596882
3.939e-08,0.0011538774927999996
